"Nr. Ctr.","Adresa","Nr","Sector","Anul construirii","Regimul de inaltime","Numar de apartamente","Anul Elaborarii Expertizei Tehnice","Expertul tehnic atestat pentru cerinta esentiala de calitate-rezistenta mecanica si stabilitate - M.D.L.P.A.","Ultima incadrare in clasa de risc","Incadrari anterioare in clasa de risc","Observatii"
"53","Strada CALUSEI","4","Sector 2","1937","S+P+3E+Ma","6","1997","Nicolae CONSTANTINESCU","1.Clasa de risc seismic RsI.",,
"54","Strada CAMELIEI","3","Sector 1","1900","S+P+1E","4","1993","Constantin ARIENESCU","1.Clasa de risc seismic RsI.",,
"55","Strada CAMELIEI","4","Sector 1","1900","S+P+1E","4","1993","Constantin ARIENESCU","1.Clasa de risc seismic RsI.",,
"56","Strada CAMELIEI","7","Sector 1","1900","S+P+1E+Ma","5","1993","Constantin ARIENESCU","1.Clasa de risc seismic RsI.",,
"57","Strada CAMELIEI","30","Sector 1","1925","S+P+1E","7","1993","Mircea CONDRUT","1.Clasa de risc seismic RsI.",,
"58","Strada CAMELIEI","35","Sector 1","1920-1935","S+P+2E+Ma","12","2016","Niculae TEODOR","1.Clasa de risc seismic RsI.",,"Propunerea expertului tehnic: demolarea cladirii."
"59","Bulevardul CAROL I","27","Sector 2","1910","S+P+2E+Ma","3","1993","Ion LUNGU","1.Clasa de risc seismic RsI.",,
"60","Bulevardul CAROL I","47","Sector 2","1934","P+8E","23","1993","Niculae TUDOSE","1.Clasa de risc seismic RsI.",,
"61","Bulevardul CAROL I","51","Sector 2","1929","S+Ds+P+7E","30","2001","Grigore ARSENIE","1.Clasa de risc seismic RsI.",,
"62","Bulevardul CAROL I","63","Sector 2","1937","S+P+5E+Ma","18","1993","Niculae TUDOSE","1.Clasa de risc seismic RsI.",,
"63","Bulevardul CAROL I","76","Sector 2","1939","P+8E","18","1994","Dan POPESCU","1.Clasa de risc seismic RsI.",,
"64","Bulevardul CAROL I","40÷42 (sc. A+B+C+D)","Sector 2","1890","S+P+2E+Ma","0","2015","Octavian MANOIU","1.Clasa de risc seismic RsI.",,"Sentinta civila nr.1677/2017 (Judecatoria Sectorului 2); Decizia definitiva nr.2947A/2017 (Tribunalul BUCURESTI - Sectia a V-a Civila)"
"65","Soseaua CHITILEI","73","Sector 1","1935","S+P+1E","2","1993","Constantin ARIENESCU","1.Clasa de risc seismic RsI.",,
"66","Strada COLTEI","14","Sector 3","1900","S+P+3E","5","1995","Leonid NEAGOE","1.Clasa de risc seismic RsI.",,
"67","Strada COLTEI","52","Sector 3","1915","S+P+2E+Pod","3","2023","         Andrei Dragoș Marcu","1.Clasa de risc seismic RsI."," Incadrare 1993 RSI expert tehnic Armand Nefian",
"68","Strada CONSTANTIN BALACESCU","12","Sector 1","1890","S+P+1E+Ma","6","1993","Constantin ARIENESCU","1.Clasa de risc seismic RsI.",,
"69","Strada CONSTANTIN BALACESCU","28","Sector 1","1918","S+P+2E+Ma","4","1993","Constantin ARIENESCU","1.Clasa de risc seismic RsI.",,
"71","Strada CONSTANTINTIN SILVESTRI (fosta Strada SFINTII APOSTOLI)","1 (84)","Sector 4","1930","S+P+2E+Ma","20","1994","Dan STANCIULESCU","1.Clasa de risc seismic RsI.",,
"72","Bulevardul CORNELIU COPOSU","39A","Sector 3","10962","Ds+P+6E",,"2019","Catalin STEFAN","1.Clasa de risc seismic RsI.",,
"73","Strada COSTACHE NEGRI","10","Sector 5","1932","Ds+P+1E","3","2015","Ionel BELGUN","1.Clasa de risc seismic RsI.",,"Incadrare in clasa de risc seismic in anul 2015"
"74","Strada D. I. MENDELEEV","26 (corp A)","Sector 1","1864","S+P","2","1996","Adina SIMION","1.Clasa de risc seismic RsI.",,
"75","Strada D. I. MENDELEEV (colT cu Strada PIATA AMZEI)","17 (15)","Sector 1","1935","S+P+6E","44","2022","Ștefan Cătălin","1.Clasa de risc seismic RsI.","1.Clasa de risc seismic RsI în anul 1993 ing. Emilian Țițaru.","CONSOLIDAT PARTIAL ! Obiectiv de investitii preluat de AMCCRS de la Directia Generala Investitii (P.M.B.) pentru finalizarea executiei lucrarilor de consolidare."
"76","Bulevardul DACIA","43 (fost 1)","Sector 1","1930","S+P+5E+Ma","6","1997","Valentin GEORGESCU","1.Clasa de risc seismic RsI.",,
"77","Bulevardul DACIA","53 (fost 9)","Sector 1","1938","S+P+8E","17","2022","ing. Andrei DRAGOS MARCU","1.Clasa de risc seismic RsI.","Imobilul a mai fost incadrat  in RSI; expertiza tehnica in an 1997 - Helmuth KOBER",
"78","Bulevardul DACIA","102","Sector 2","1936","S+P+4E+Ma","26","1993","Constantin ARIENESCU","1.Clasa de risc seismic RsI.",,
"79","Bulevardul DACIA (colT cu Strada STANISLAV CIHOVSCHI)","37 (1)","Sector 1","1930","S-P-2E-Ma","0","2013","Niculae TEODOR","1.Clasa de risc seismic RsI.",,"Incadrare in clasa de risc seismic in anul 2013"
"80","Strada DIANEI","2","Sector 2","1930","S+P+5E+Ma","12","2022","Marcu Andrei Dragoș","1.Clasa de risc seismic RsI.","Imobilul a mai fost incadrat in RSI; expertiza tehnica in an 1993 - Petru Vernescu;  Încadrare în clasa de risc seismic RSI în anul 2019 expert Ionel Belgun.","Reexpertizat tehnic in anul 2019"
"81","Strada DIANEI","5","Sector 2","1940","S+P+4E","9","1993","Adina SIMION","1.Clasa de risc seismic RsI.",,
"82","Strada DIMITRIE BOLINTINEANU","5","Sector 3","1936","S+P+6E","44","2023","Dan STANCIULESCU","1.Clasa de risc seismic RsI.","RsI anul 1994 expert Dan Stănciulescu",
"83","Strada DIMITRIE ONCIUL","29","Sector 2","1936","S+P+2E+Ma","4","1993","Traian POPP. Mircea CONDRUT","1.Clasa de risc seismic RsI.",,
"84","Strada DIMITRIE SALMEN","28","Sector 2","1933","S+P+3E+Ma","12","1993","Constantin ARIENESCU","1.Clasa de risc seismic RsI.",,
"85","Strada DIONISIE LUPU","53","Sector 1","1937","P+7E","13","1994","Leonid NEAGOE","1.Clasa de risc seismic RsI.",,
"86","Strada DIONISIE LUPU","55","Sector 1","1936","P+5E+Ma","13","1993","Eugeniu IORDACHESCU","1.Clasa de risc seismic RsI.",,
"87","Strada DOAMNEI","3 (corp A+B)","Sector 3","1890","P+3E+Ma; P+4E","26","2022","ing. Andrei DRAGOS MARCU","1.Clasa de risc seismic RsI.","Imobilul a mai fost incadrat  in RSI; expertiza tehnica in an 1993 - Voicu DORDEA",
"88","Strada DOAMNEI","5","Sector 3","1934","P+10E+Ma","25","2022","ing. Andrei DRAGOS MARCU","1.Clasa de risc seismic RsI.","Imobilul a mai fost incadrat  in RSI; expertiza tehnica in an 1993  Gabriel Niculescu",
"89","Strada DOINA","30 (corp 1+2)","Sector 5","inainte de 1930","S+P",,"2019","Catalin STEFAN","1.Clasa de risc seismic RsI.",,
"90","Strada DOMNITA ANASTASIA","5","Sector 5","1890","S+P+2E","5","2022","ing. Andrei DRAGOS MARCU","1.Clasa de risc seismic RsI.","Imobilul a mai fost incadrat  in RSI; expertiza tehnica in an 1996 - Vladimir AMBROZIE","Imobil propus pentru demolare"
"92","Strada DROBETA","3÷5","Sector 2","1946","S+P+5E+Ma","5","2002","Adina SIMION","1.Clasa de risc seismic RsI.",,
"93","Strada EFORIEI","8","Sector 5","1940","S+P+8E+Ma","58","1996","Constantin TARHON","1.Clasa de risc seismic RsI.",,
"94","Strada ELENA CUZA","10 (corp A+B+C)","Sector 4","1910","S+P; S+P+Mz; S+P","3","1993","Alexandru BRANZEI","1.Clasa de risc seismic RsI.",,
"95","Strada EMANOIL BACALOGLU","2 (Corp C3)","Sector 2","1936","P+1E","C3- magazie dezafectata","2018","Mihai Voiculescu","1.Clasa de risc seismic RsI.",,
"96","Strada EPISCOPIEI","2÷4","Sector 1","1930","S+P+5E+M","36","2020","Dragos MARCU","1.Clasa de risc seismic RsI.","2019-RsI-Ruxandra NEMTEANU",
"97","Strada EPISCOPUL CHESARIE","18","Sector 4","1890","S+P+2E+Ma","11","1993","Dan STANCIULESCU","1.Clasa de risc seismic RsI.",,
"98","Strada EUGENIU CARADA (imobil cu destinaTia de birouri  INSTITUTIA AVOCATUL POPORULUI)","3","Sector 3","1912","S-P-2E+Ma","0","2017","Rodica VASILESCU","1.Clasa de risc seismic RsI.",,"Incadrare in clasa de risc seismic in anul 2017"
"99","Strada FELICIA RACOVITA","5","Sector 5","1900; 1939","S+P+1E+Ma S+P+2E+Ma","8","1995","Mircea IEREMIA","1.Clasa de risc seismic RsI.",,
"100","Bulevardul FERDINAND I","87","Sector 2","1933","S+P+3E","8","1993","Mircea CONDRUT","1.Clasa de risc seismic RsI.",,
"101","Calea FLOREASCA","145","Sector 1","1936","S+P+2E+Ma","5","1993","Armand NEFIAN","1.Clasa de risc seismic RsI.",,
"102","Strada FLUIERULUI","17÷17B","Sector 2","1934","S+P+2E","16","1993","Dan STANCIULESCU","1.Clasa de risc seismic RsI.",,
"103","Strada FRANCEZA","6 (corp A+B)","Sector 3","1869","S+P+2E+Ma S+P+Mz+2E","4","1993","Voicu DORDEA","1.Clasa de risc seismic RsI.",,
"104","Strada FRANCEZA","8","Sector 3","1870","P+2E","5","1993","Voicu DORDEA","1.Clasa de risc seismic RsI.",,
"105","Strada FRANCEZA","9 (corp A+B)","Sector 3","1910","S+P+6E","45","1993","Nicolae ALEMAN","1.Clasa de risc seismic RsI.",,
"106","Strada FRANCEZA","14","Sector 3","1869","S+P+3E","3","2013","Mircea MIRONESCU","1.Clasa de risc seismic RsI.",,"Incadrare in clasa de risc seismic in anul 2013"
"107","Strada FRANCEZA","20 (corp A+B)","Sector 3","1880","S+P+1E;S+P+2E+Ma","6","1993","Emil COROIU","1.Clasa de risc seismic RsI.",,
"108","Strada FRANCEZA","30","Sector 3","1870","S+P+2E+Ma","23","1993","Nicolae MIHAILESCU","1.Clasa de risc seismic RsI.",,
"109","Strada FRANCEZA","32","Sector 3","aprox. 1875","S+P+1E",,"2019","Catalin STEFAN","1.Clasa de risc seismic RsI.","Imobilul a mai fost incadrat  in RSI; expertiza tehnica in an 1993 - Mircea Mironescu","Reincadrat in CLASA RsI DE RISC SEISMIC in anul 2019"
"110","Strada FRANCEZA","36","Sector 3","1875","S+P+2E; S+P+3E","5","1993","Voicu DORDEA","1.Clasa de risc seismic RsI.",,
"111","Strada FRANCEZA","5","Sector 3","14614","S+P+1E",,"2019","Ionel BELGUN","1.Clasa de risc seismic RsI.",,
"112","Strada FRANCEZA / Strada HALELOR","52 / 1","Sector 3","1932-1934","S+P+5E+Ma","37","2023","Nedriță Victor","1.Clasa de risc seismic RsI.","Imobilul a mai fost incadrat in RSI; expertiza tehnică în anul 1993 - Dan Popescu;Încadrat în RsI în anul 2018 – ing. Dan Popescu.","Reexpertizate tehnic in anul 2018;Reexpertizată în anul 2023."
"113","Strada GABROVENI","22","Sector 3","1870","S+P+1E","10","2019","Catalin STEFAN","1.Clasa de risc seismic RsI.","Imobilul a mai fost incadrat  in RSI; expertiza tehnica in an 1993  Voicu DORDEA","Reincadrat in CLASA RsI DE RISC SEISMIC in anul 2019"
"114","Strada GABROVENI","59","Sector 3","1924","S+P+2E+Ma","1","1993","Alexandru PROGRESEANU","1.Clasa de risc seismic RsI.",,
"115","Strada GABROVENI","18","Sector 3","1885","S+P+1E","0","2019","Catalin STEFAN","1.Clasa de risc seismic RsI.",,"Incadrat in CLASA RsI DE RISC SEISMIC in anul 2019"
"116","Strada GABROVENI (colT cu Strada COVACI)","12 (7)","Sector 3","1924","S+P+4E","12","1993","Ioan VARSA","1.Clasa de risc seismic RsI.",,
"117","Strada GARII DE NORD","6÷8 (bloc A; corp principal; sc.1+2+3+4+5+6)","Sector 1","1959","S+P+9E+10r","527","2023","Bogdan Ștefan Gagionea","1.Clasa de risc seismic RsI.","Corpul anexa este incadrat in clasa de risc seismic RsIII; scara 1 este incadrata in clasa de risc seismic RsII","Corpul anexa este incadrat in clasa de risc seismic RsIII; scara 1 este incadrata in clasa de risc seismic RsII"
"118","Strada GEORGE ENESCU","5 (corp B+C)","Sector 1","1910","P+2E","3","2007/2010","Barbu VIERESCU","1.Clasa de risc seismic RsI.",,"Incadrare in clasa de risc seismic in anii 2007 / 2010; corpurile B si C propuse pentru demolare"
"119","Strada GEORGE ENESCU","21","Sector 1","1932","S+P+5E+Ma","12","1999","Marin TEODOR","1.Clasa de risc seismic RsI.",,
"120","Bulevardul GHEORGHE MAGHERU","22","Sector 1","1936","S+P+6E+Ma","28","1995","Valentin GEORGESCU","1.Clasa de risc seismic RsI.",,
"121","Bulevardul GHEORGHE MAGHERU (Cinematograful STUDIO)","29","Sector 1","1945","S1+S2+P+Mz+7E+Ma","24","1994","Ion NEGESCU","1.Clasa de risc seismic RsI.",,
"122","Bulevardul GHEORGHE MAGHERU (Libraria PAPIRUS)","27","Sector 1","1935","S+P+Mz+7E","49","2023","Dragoș Marcu","1.Clasa de risc seismic RsI.","Imobilul a mai fost incadrat in RSI; expertiza tehnica in an 1997- Iorgu NICULA;  Încadrare în clasa de risc seismic RsI în anul 2018 expert Dumitru Popescu.","Reexpertizat tehnic in anul 2018;  Reexpertizat în anul 2023."
"123","Bulevardul GHEORGHE MAGHERU (Cinematograful PATRIA)","12÷14","Sector 1","1929 1931","Corp A S+P+7E+Et.8 parțial;  Corp B S+P+8E+E9 tehnic;  Corp C S+P+4E+Et.5 parțial;  Corp D (Sală de cinematograf)S+P cu balcon +Pod necirculabil","54","2019","Cozma Radu-George","1.Clasa de risc seismic RsI.","Clasa I de risc seismic expert Mihai Navodariu 1993",
"124","Bulevardul GHEORGHE MAGHERU (Garaj CICLOP)","6÷8","Sector 1","1928","S+P+6E","0","2016","Gabriel NICULESCU","1.Clasa de risc seismic RsI.",,"Incadrare in clasa de risc seismic in anul 2016"
"125","Strada GINA PATRICHI (fosta Strada ORLANDO)","5","Sector 1","1906","S+P+1E+Ma","4","1993","Armand NEFIAN","1.Clasa de risc seismic RsI.",,
"126","Strada GINA PATRICHI (fosta Strada ORLANDO)","6A","Sector 1","1922","S+P+2E","8","1993","Armand NEFIAN","1.Clasa de risc seismic RsI.",,
"127","Soseaua GIURGIULUI","38 (corp A+B)","Sector 4","1937","S+P+2E","8","1993","Cristian BALAN","1.Clasa de risc seismic RsI.",,
"128","Strada GRIGORE ALEXANDRESCU","70","Sector 1","1931","S+P+1E; S+P+4E","9","1994","Dan CAPATANA","1.Clasa de risc seismic RsI.",,
"129","Strada GRIGORE COBALCESCU","6","Sector 1","1903","S+P+3E","11","1994","Adina SIMION","1.Clasa de risc seismic RsI.",,
"130","Strada GRIGORE COBALCESCU","16","Sector 1","1895","S+P+1E+Ma","2","1993","Armand NEFIAN","1.Clasa de risc seismic RsI.",,
"131","Strada GRIGORE COBALCESCU","27","Sector 1","1905","S+P+2E","7","1993","Armand NEFIAN","1.Clasa de risc seismic RsI.",,
"132","Strada GRIGORE COBALCESCU","30","Sector 1","1907","S+P+2E+Ma","3","2016","Armand NEFIAN","3.Clasa de risc seismic RsIII.","Incadrat In categoria de UrgenTA U1; an expertiza 1993 -expert tehnic Armand Nefian; ReIncadrat In clasa de risc RS1-expert tehnic Armand Nefian","Incadrat In categoria de UrgenTA U1 (1993 -expert tehnic Armand Nefian); ReIncadrat In clasa de risc RS1 ( expert tehnic Armand Nefian); ReIncadrat In clasa de risc RSIII ( 2016 - expert tehnic Armand Nefian);"
"133","Strada GRIGORE COBALCESCU","38","Sector 1","1935","S+P+2E+Ma","8","1994","Emil COROIU","1.Clasa de risc seismic RsI.",,
"134","Strada GRIGORE COBALCESCU","41 (corp B)","Sector 1","1929","S+P+4E","10","1995","Vladimir AMBROZIE","1.Clasa de risc seismic RsI.",,
"135","Strada GRIGORE COBALCESCU","43A (corp B)","Sector 1","1927","P+2E+M","6","1993","Armand NEFIAN","1.Clasa de risc seismic RsI.",,
"136","Strada GRIGORE COBALCESCU","51","Sector 1","1930","S+P+2E+Ma","4","1993","Ion LUNGU","1.Clasa de risc seismic RsI.",,
"137","Calea GRIVITEI","33","Sector 1","1930","P+7E+Ma","24","1995","Alexandrina PRETORIAN","1.Clasa de risc seismic RsI.",,
"138","Calea GRIVITEI","39","Sector 1","1940","S+P+6E","0","2014","Dan CAPATANA","1.Clasa de risc seismic RsI.",,"Incadrare in clasa de risc seismic in anul 2014"
"139","Calea GRIVITEI","103 (corp A+B+C)","Sector 1","1904","S+P+1E; S+P","10","1993","Aurel COMANESCU","1.Clasa de risc seismic RsI.",,
"140","Calea GRIVITEI","107÷109 (corp A)","Sector 1","1934","S+P+4E+Ma","24","1996","Stere CARACOTI","1.Clasa de risc seismic RsI.",,
"141","Calea GRIVITEI","125","Sector 1","1915","S+P+2E","4","1993","Horia DUGAN","1.Clasa de risc seismic RsI.",,
"142","Calea GRIVITEI","127 (corp B+C)","Sector 1","1900","S+P+1E","10","1993","Aurel COMANESCU","1.Clasa de risc seismic RsI.",,
"143","Calea GRIVITEI","238","Sector 1","1960","S+P+8E","136","1996","Nicolae ALEMAN","1.Clasa de risc seismic RsI.",,
"144","Strada HALELOR","3","Sector 3","1898","S+P+1E+Ma","3","1993","Dan POPESCU","1.Clasa de risc seismic RsI.",,
"145","Bulevardul HRISTO BOTEV","14","Sector 3","1925","S+P+3E+Ma","6","1993","Alexandru PROGRESEANU","1.Clasa de risc seismic RsI.",,
"146","Strada IACOB FELIX","12","Sector 1","1919","S+P+2E+Ma","7","1993","Aurel COMANESCU","1.Clasa de risc seismic RsI.",,
"147","Strada IACOB NEGRUZZI","32","Sector 1","1890","S+P+2E","7","1997","Ovidiu GEORGESCU","1.Clasa de risc seismic RsI.",,
"148","Strada ILARIE CHENDI","17 (corp A+B)","Sector 2","1930","S+P+1E; S+P+1E","6","1993","Mircea CONDRUT","1.Clasa de risc seismic RsI.",,
"149","Strada IOAN BUDAI DELEANU","2","Sector 4","1935","S+P+2E+Ma","8","1993","Traian POPP","1.Clasa de risc seismic RsI.",,
"150","Strada IOAN FILITTI","6","Sector 3","1930","P+5E+Ma","12","1993","Gheorghe DRUGEA","1.Clasa de risc seismic RsI.",,
"151","Strada ION ANDREESCU","5","Sector 2","1940","S+P+1E+Ma","4","1993","Mircea CONDRUT","1.Clasa de risc seismic RsI.",,
"152","Strada ION ANDREESCU","24","Sector 2","1932","S+P+2E","4","1993","Dan STANCIULESCU","1.Clasa de risc seismic RsI.",,
"153","Strada ION ANDREESCU","26A","Sector 2","1932","S+P+3E","10","1993","Dan STANCIULESCU","1.Clasa de risc seismic RsI.",,
"154","Strada ION BREZOIANU","6","Sector 5","1936","S+P+8E","29","1995","Alexandrina PRETORIAN","1.Clasa de risc seismic RsI.",,
"155","Strada ION BREZOIANU","38","Sector 1","1935","S+P+5E","9","1995","ing. Mihai URSACHESCU","1.Clasa de risc seismic RsI.",,
"156","Strada ION BREZOIANU","38A","Sector 1","1936","S+P+6E","12","1993","Silvia CARAMAN","1.Clasa de risc seismic RsI.",,
"157","Strada ION BREZOIANU","46","Sector 1","1948","Ds+P+5E","31","2011","ing. Mihai URSACHESCU","1.Clasa de risc seismic RsI.",,
"158","Strada ION CAMPINEANU","9","Sector 1","1937","S+P+6E+Ma","17","1995","Valentin GEORGESCU","1.Clasa de risc seismic RsI.",,"CONSOLIDAT PARTIAL !"
"159","Strada ION CAMPINEANU","12","Sector 1","1925","S+P+6E","18","2007","Gabriel NICULESCU","1.Clasa de risc seismic RsI.",,
"160","Strada ION CAMPINEANU","22","Sector 1","1938","S+P+8E","59","1996","Constantin TARHON","1.Clasa de risc seismic RsI.",,
"161","Strada ION FLORESCU","21 (corp A+B+C+D+E)","Sector 3","1928","S+P+2E+Ma S+P+2E+Ma","14","1993","Armand NEFIAN","1.Clasa de risc seismic RsI.",,
"162","Strada ION GHICA ","3","Sector 3","1938","P+8E","53","1993","Mariana STOENESCU; Emilian TITARU","1.Clasa de risc seismic RsI.",,
"163","Strada ION LUCA CARAGIALE","28","Sector 2","1933","S+P+4E","11","1993","Adina SIMION","1.Clasa de risc seismic RsI.",,
"164","Intrarea ITALIANA","4","Sector 2","1932","S+P+3E+Ma","4","1993","Adina SIMION","1.Clasa de risc seismic RsI.",,
"165","Strada IVO ANDRIC","4","Sector 3","1910","S+P+2E+Ma","20","2023","ing. Mihai URSACHESCU","1.Clasa de risc seismic RsI.","Încadrare RSI în anul 2012 de către expert ing. Mihai Ursăchescu","Incadrare in clasa de risc seismic in anul 2012"
"166","Strada JEAN LOUIS CALDERON","22","Sector 2","1940","S+P+4E","10","1993","Adina SIMION","1.Clasa de risc seismic RsI.",,
"167","Strada JEAN LOUIS CALDERON","36","Sector 2","1930","S+P+4E+Ma","34","1993","ing. Mihai URSACHESCU","1.Clasa de risc seismic RsI.",,
"168","Strada JEAN LOUIS CALDERON","59","Sector 2","1935","S+P+Mz+7E","19","1993","Emilian TITARU","1.Clasa de risc seismic RsI.",,"CONSOLIDAT PARTIAL ! Obiectiv de investitii preluat de AMCCRS de la Directia Generala Investitii (P.M.B.) pentru finalizarea executiei lucrarilor de consolidare."
"169","Strada JEAN LOUIS CALDERON","61","Sector 2","1930","P+5E","13","1993","Alexandrina PRETORIAN.Dan STANCIULESCU","1.Clasa de risc seismic RsI.",,
"170","Strada JEAN LOUIS CALDERON (TEATRUL FOARTE MIC)","2","Sector 2","1910","S+P+Mz+5E","22","1993","Mihai URSACHESCU; Dan STANCIULESCU","1.Clasa de risc seismic RsI.",,
"171","Strada JOLIOT FREDERIC CURIE","15","Sector 5","1935","Ds+P+2E+Ma","8","2016","Nicolae ROSCA","1.Clasa de risc seismic RsI.",,"Incadrare in clasa de risc seismic in anul 2016"
"172","Strada JOSEPH LISTER","11","Sector 5","1932","S+P+2E+Ma","4","1997","Iorgu NICULA","1.Clasa de risc seismic RsI.",,
"173","Strada JULES MICHELET","1","Sector 1","1937","P+7E+Ma","17","1996","Nicolae GHITA","1.Clasa de risc seismic RsI.",,
"174","Strada JUSTITIEI","29 (corp A+B)","Sector 4","1920","S+P; S+P+2E","9","1993","Rodica ANGELESCU","1.Clasa de risc seismic RsI.",,
"175","Strada LABIRINT","31","Sector 3","1930","S+P","2","1993","Mircea CONDRUT","1.Clasa de risc seismic RsI.",,
"176","Bulevardul LASCAR CATARGIU","44","Sector 1","1910","Sp+D+P+1E+Ma","8","2017","SERBAN PAUNESCU","1.Clasa de risc seismic RsI.",,
"177","Strada LEONIDA VARNALI","17","Sector 1","1913","S+P+2E","2","1997","Radu DIAMANDOPOL","1.Clasa de risc seismic RsI.",,
"178","Strada LIPSCANI","12","Sector 3","1898","S+P+4E","44","1993","Radu PETROVICI","1.Clasa de risc seismic RsI.",,
"179","Strada LIPSCANI","21","Sector 3","1884","S+P+2E","24","1993","Dan POPESCU","1.Clasa de risc seismic RsI.",,
"180","Strada LIPSCANI","29-31","Sector 3","1934","S+P+7E","5","2023","           Andrei Dragoș Marcu","1.Clasa de risc seismic RsI.","Incadrare în clasa de risc seismic RsI în anul 1993 expert Ion Varsa",
"181","Strada LIPSCANI","31÷33","Sector 3","1934","S+P+4E","2","1993","Ion VARSA","1.Clasa de risc seismic RsI.",,
"182","Strada LIPSCANI ","45","Sector 3","1880","S+P+1E+Ma","2","1993","ing. Dan Popescu","1.Clasa de risc seismic RsI.",,
"183","Strada LIPSCANI","47","Sector 3","1880","S+P+1E","2","1993","Dan POPESCU","1.Clasa de risc seismic RsI.",,
"184","Strada LIPSCANI","57","Sector 3","1890","S+P+2E","1","1993","SERBAN ALTENLIU","1.Clasa de risc seismic RsI.",,
"185","Strada LIPSCANI","61","Sector 3","1894","S+P+2E","2","1993","Ion VARSA","1.Clasa de risc seismic RsI.",,
"186","Strada LIPSCANI","94","Sector 3","1930","P+5E","16","1993","Stelian ALTENLIU","1.Clasa de risc seismic RsI.",,
"187","Strada LIPSCANI","70","Sector 3","perioada interbelica","S+P+1E",,"2019","Ionel BELGUN","1.Clasa de risc seismic RsI.",,
"188","Strada LIPSCANI","75","Sector 3","1900","P+1E",,"2019","Ionel BELGUN","1.Clasa de risc seismic RsI.",,
"189","Strada LIPSCANI","33 (corp A+B)","Sector 3","1930 / 1970","S+P+4E",,"2019","Catalin STEFAN","1.Clasa de risc seismic RsI.",,
"190","Strada LIPSCANI (Libraria GEORGE COSBUC)","26","Sector 3","1884","S+P+2E+Ma","1","1993","Mariana STOENESCU","1.Clasa de risc seismic RsI.",,
"191","Strada LIZEANU","18","Sector 2","1910","S+P","0","1993","Constantin DALBAN","1.Clasa de risc seismic RsI.",,
"192","Strada LIZEANU","19A","Sector 2","1930","S+P+2E","7","1993","Eugeniu IORDACHESCU","1.Clasa de risc seismic RsI.",,
"193","Strada LOGOFATUL LUCA STROICI","1","Sector 2","1949","S+P+8E","17","1993","Radu PETROVICI","1.Clasa de risc seismic RsI.",,
"194","Strada LOGOFATUL LUCA STROICI","35","Sector 2","1935","S+P+4E","6","1993","BĂLAN CRISTIAN","1.Clasa de risc seismic RsI.",,
"195","Strada LONDRA","16÷20","Sector 1","1924","S+P+4E+Ma","104","1993","Alexandru PROGRESEANU Mariana STOENESCU","1.Clasa de risc seismic RsI.",,
"196","Strada LUNEI","2","Sector 2","1934","S+P+2E","3","1993","Ion LUNGU","1.Clasa de risc seismic RsI.",,
"197","Strada LUNEI","8","Sector 2","1929","S+P+2E","3","1993","Mircea CONDRUT","1.Clasa de risc seismic RsI.",,
"198","Strada MANTULEASA","42","Sector 2","1932","P+7E","30","1993","Gabriel NICULESCU","1.Clasa de risc seismic RsI.",,
"199","Strada MARIA ROSETTI","10","Sector 2","1946","S+P+7E","34","2023","       Căpățână V. Dan","2.Clasa de risc seismic RsII.","Încadrare în clasa de risc seismic RsI în anul 1996 expert tehnic Nicolae Constantinescu",
"200","Strada MARIA ROSETTI","53","Sector 2","1914","S+P+2E","7","1997","Grigore ARSENIE","1.Clasa de risc seismic RsI.",,
"201","Strada MATASARI","12 (corp A+B)","Sector 2","1930","S+P+1E+Ma; S+P","4","1993","Ion LUNGU","1.Clasa de risc seismic RsI.",,
"202","Strada MATASARI","44 (corp C1+C2)","Sector 2","inceputul sec. XX","S+P+1E / P",,"2019","Ionel BELGUN","1.Clasa de risc seismic RsI.",,
"203","Strada MATEI BASARAB","31 (corp A+B)","Sector 3","1930","S+P",,"1993","Mircea CONDRUT","1.Clasa de risc seismic RsI.",,
"204","Strada MATEI VOIEVOD","18","Sector 2","1940","S+P+2E+Ma","3","1993","Ion LUNGU","1.Clasa de risc seismic RsI.",,
"205","Strada MIHAI EMINESCU","37 (corp B)","Sector 1","1928","S+P+2E","9","1993","Eugeniu IORDACHESCU","1.Clasa de risc seismic RsI.",,
"206","Strada MIHAI EMINESCU","159","Sector 2","1933","S+P+3E","6","1995","Armand NEFIAN","1.Clasa de risc seismic RsI.",,
"207","Strada MIHAI EMINESCU","173","Sector 2","1895","S+P+2E+Ma","7","2022","ing. Andrei DRAGOS MARCU","1.Clasa de risc seismic RsI.","Imobilul a mai fost incadrat  in RSI; expertiza tehnica in an 1993 - Dan STANCIULESCU",
"208","Strada MIHAI VODA","13","Sector 5","1935","S PARTIAL+P+4E","14","2022","Marcu Andrei Dragoș","1.Clasa de risc seismic RsI.","Imobilul a mai fost incadrat in RSI; expertiza tehnica in an 1996 - Dan STANCIULESCU;  Încadrare în clasa se risc seismic RSI în anul 2019 expert Ionel Belgun","Reexpertizat tehnic in anul 2019"
"209","Strada MIHAI VODA","15","Sector 5","1914","S+P+6E","15","1997","Niculae TUDOSE","1.Clasa de risc seismic RsI.","Imobilul a mai fost incadrat  in RSI; expertiza tehnica in an 1993-Dan STANCIULESCU",
"210","Bulevardul MIHAIL KOGALNICEANU","15÷17","Sector 5","1920","S+P+3E+Ma","8","1993","Dan STANCIULESCU","1.Clasa de risc seismic RsI.",,
